Var1,QuestionNum,Question,AnswerUse,IsFood,Curiosity,Satisfy,More,CurSD,SatSD,MoreSD,KnowNO,KnowTOT,KnowYES,Count,KnowNOprop,KnowYESprop,KnowTOTprop,CurSD_z
642,251,What restaurant chain was the brainchild of Atari founder Nolan Bushnell? ,Chuck E. Cheese's,0,70.5483871,80.83870968,53.25806452,34.87103737,20.73498939,33.75002987,28,2,1,32,0.875,0.03125,0.0625,0.807578099
644,252,What river runs through Boston? ,Charles ,0,56.79411765,60.79411765,38.67647059,32.72639507,26.39648669,32.04894041,17,9,8,35,0.485714286,0.228571429,0.257142857,0.054936994
646,253,What river runs through Dublin?   ,Liffey,0,54.40909091,50.84090909,34.27272727,30.7996664,29.25027782,29.14308218,31,5,8,44,0.704545455,0.181818182,0.113636364,-0.621229465
649,254,"What road, which names a 2002 film, divides Wayne County from affluent Oakland and Maycomb Counties?",8 Mile Road ,0,53.37777778,52,32.95555556,31.06246558,27.84780063,27.30797049,37,3,6,46,0.804347826,0.130434783,0.065217391,-0.52900268
650,255,What rubber Wham-O toy inspired the name of one of the world's largest sporting events? ,The Super Bowl ,0,65.775,66.8,38.55,32.58557767,32.10335872,32.24819613,30,4,7,42,0.714285714,0.166666667,0.095238095,0.005518514
654,256,"What school has the most students over age 25, according to U.S. News & World Report?",University of Phoenix,0,58.60526316,52.52631579,31.78947368,33.25214033,32.39097042,32.60173921,34,0,4,39,0.871794872,0.102564103,0,0.239442118
658,257,What singer took his stage name from a Dublin hearing aid billboard?  ,Bono ,0,60.88372093,64.09302326,34.72093023,33.15060102,33.39932559,33.18370626,34,4,5,43,0.790697674,0.11627907,0.093023256,0.203807896
660,258,What skyscraper's exterior ornaments include radiator caps on the thirty-first floor and hood ornament eagles on the sixty-first floor?,The Chrysler Building ,0,55.18,61.56,41.78,33.40028718,30.44309513,32.88339945,35,5,10,51,0.68627451,0.196078431,0.098039216,0.291432798
662,259,What slot on the back of an arrow's shaft keeps it on the bowstring? ,The nock,0,51.85714286,53.78571429,31.19047619,32.38455777,32.55354742,27.4947783,28,6,9,44,0.636363636,0.204545455,0.136363636,-0.06502744
671,260,"What sport used the term ""home run"" long before baseball?  ",Cricket,0,69.97727273,55.88636364,38.72727273,25.19919585,25.83779088,28.14031589,35,6,3,45,0.777777778,0.066666667,0.133333333,-2.586659473
672,261,What sports term is the shortest word ever to decide the National Spelling Bee?   ,Luge,0,68.76595745,58.31914894,30.34042553,31.11354575,31.49058271,32.32193803,45,2,0,47,0.957446809,0,0.042553191,-0.511076597
675,262,What state motto of Virginia did John Wilkes Booth shout as he jumped from Lincoln's box to the stage of Ford's Theatre? ,Sic semper tyrannis ,0,68.11764706,55.73529412,46,32.32577047,32.42549392,35.85154576,23,5,6,34,0.676470588,0.176470588,0.147058824,-0.085658263
677,263,"What state's motto is ""friendship"" since that's supposed to have been the meaning of the state's Caddo Indian name?",Texas,0,59.19512195,54.65853659,43.36585366,32.49786109,30.88738396,33.81106039,37,3,1,41,0.902439024,0.024390244,0.073170732,-0.025264754
686,264,What term does rapper B.G. say he wishes he'd patented when he used it for the title of his massive 1999 hit?,Bling bling ,0,56.06818182,56.15909091,35.38636364,31.82174021,33.11076772,33.7475001,37,1,7,45,0.822222222,0.155555556,0.022222222,-0.262542721
687,265,What term for a rocket's propulsive force is calculated by multiplying its exhaust velocity by the burn rate of its fuel?,Thrust,0,59.22222222,62.82222222,40.02222222,34.93232996,32.87876414,35.8484746,33,3,8,46,0.717391304,0.173913043,0.065217391,0.829088132
691,266,What tinting process for black and white photography was named for the genus of cuttlefish that originally provided the pigment?,Sepia,0,65.2195122,70.17073171,44.82926829,32.63396405,28.08460649,36.57724869,31,3,8,42,0.738095238,0.19047619,0.071428571,0.02249924
693,267,What transmits the disease typanosomiasis to humans and cattle? ,Tse-tse fly,0,62.65,57.05,43.775,31.75349769,35.08082243,36.03238394,31,3,6,40,0.775,0.15,0.075,-0.286491764
697,268,What animal is combined with a serpent to make the mythical creature the Cockatrice? ,Rooster,0,62.63414634,53.75609756,47.43902439,33.0671711,31.66842314,32.28858063,33,3,5,42,0.785714286,0.119047619,0.071428571,0.17452899
698,269,What element is combined with oxygen to make up the mineral quartz?,Silicon,0,53.17948718,59.38461538,39.74358974,31.83499547,29.56670904,32.81985756,29,9,3,41,0.707317073,0.073170732,0.219512195,-0.257890919
708,270,What type of stone is referred to as the Star of India?  ,Sapphire,0,59.60526316,65.78947368,51.07894737,32.71295262,23.41304545,30.57324531,27,3,8,38,0.710526316,0.210526316,0.078947368,0.050219499
709,271,"What U.S. state has the slogan ""Native America"" on its license plates?",Oklahoma,0,61.2,59.4,38.98,34.47803205,31.49538353,30.93738904,33,9,8,51,0.647058824,0.156862745,0.176470588,0.66965675
710,272,What U.S. state's civil law is most closely based on the Napoleonic Code?  ,Louisiana's,0,54.56603774,59.39622642,40.32075472,33.44485095,32.86647791,31.43416416,41,5,7,53,0.773584906,0.132075472,0.094339623,0.307072015
715,273,"What US state advertised ""The Greatest Snow on Earth"" on its license plates? ",Utah,0,65.45714286,55.4,34.4,32.26940169,30.53175782,31.26847689,26,4,6,36,0.722222222,0.166666667,0.111111111,-0.105440331
716,274,"What vice president referred to his critics as the ""nattering nabobs of negativism""? ",Spiro Agnew ,0,52.84210526,50.02631579,37.07894737,34.7753612,31.74687628,28.64638233,28,3,8,40,0.7,0.2,0.075,0.77400149
718,275,What was developed thanks to Christian Hulsmeyer's 1904 invention of the telemobiloscope?  ,Radar,0,55.42222222,64.26666667,43.55555556,30.13491549,26.45613866,33.94685389,42,2,2,46,0.913043478,0.043478261,0.043478261,-0.854517254
719,276,What was first made by suspending paraffin in a solution of water and antifreeze? ,Lava lamp ,0,59.65217391,71.10869565,43.84782609,32.34138552,27.6600219,35.66321939,43,3,0,46,0.934782609,0,0.065217391,-0.080178316
724,277,"What was originally sold in 1965 under the name ""Chemgrass""?  ",AstroTurf ,0,60.92105263,64.71052632,37.52631579,33.91115704,29.94310632,33.97673039,32,4,2,38,0.842105263,0.052631579,0.105263158,0.470717546
725,278,What was put in place by the Ancient Greeks before and during all Olympic festivals? ,A truce ,0,69.875,60.075,48.675,29.82271334,31.25936783,32.81602759,26,7,7,40,0.65,0.175,0.175,-0.964081525
727,279,What was studied by Project Blue Book?   ,UFOs,0,61.80434783,70.5,61.13043478,32.15560747,27.90041816,33.67795764,37,2,8,47,0.787234043,0.170212766,0.042553191,-0.145375294
730,280,What was The Beatles's first song to hit the UK charts?,Love Me Do ,0,67.91304348,61.76086957,41.7826087,32.53362438,30.78902025,32.40981542,30,11,8,49,0.612244898,0.163265306,0.224489796,-0.012713982
731,281,What was the first American novel to sell one million copies? ,Uncle Tom's Cabin ,0,73.10638298,64.68085106,46.68085106,27.35692746,30.84611623,32.51294484,37,6,4,47,0.787234043,0.085106383,0.127659574,-1.829424804
733,282,What was the first CD pressed for commerical release in the U.S.?,Bruce Springsteen's Born in the USA ,0,62.38461538,65.02564103,39.48717949,35.3170716,33.33363023,29.84333814,37,0,1,39,0.948717949,0.025641026,0,0.964109422
734,283,What was the first English play to be written especially for children? ,Peter Pan ,0,64.72727273,71.36363636,47.63636364,32.52145169,29.61622034,29.3297935,35,8,3,46,0.760869565,0.065217391,0.173913043,-0.016985865
738,284,What was the first rock song ever to feature hidden messages in the form of back-masked vocals?  ,The Beatles' Rain ,0,68.90243902,70.63414634,55.31707317,30.61519629,26.11681077,31.88999767,28,7,7,42,0.666666667,0.166666667,0.166666667,-0.685967433
739,285,What was the first song ever performed in outer space? ,Happy Birthday,0,74.79487179,60.69230769,47.02564103,28.43846495,34.69806141,36.87138898,32,5,2,39,0.820512821,0.051282051,0.128205128,-1.449869869
742,286,What was the game of Scrabble originally called? ,Criss-Cross ,0,72.05263158,61.31578947,46.44736842,28.11265692,30.3636565,34.13700328,36,2,0,39,0.923076923,0,0.051282051,-1.564208989
744,287,What was the magical original name of the online bookstore that changed its name in 1995 to Amazon.com?,Cadabra.com ,0,71.18918919,63.62162162,54.51351351,30.42188342,27.92286135,33.82850673,31,7,0,39,0.794871795,0,0.179487179,-0.753808681
747,288,What was the name of the American actress who was first to appear on a postage stamp?  ,Grace Kelly ,0,60.55813953,62.3255814,42.39534884,32.67757519,28.83840109,33.07361165,36,3,6,45,0.8,0.133333333,0.066666667,0.037804139
748,289,What was the name of the plane Buddy Holly died in?  ,American Pie,0,53.73333333,64.93333333,43.28888889,34.44983177,33.85221894,37.90875542,39,2,4,45,0.866666667,0.088888889,0.044444444,0.65976014
749,290,What was the name of William Shakespeare's wife?  ,Anne Hathaway,0,50.57142857,54.79591837,42.12244898,33.41219837,34.53378756,32.79394803,40,3,7,50,0.8,0.14,0.06,0.295612913
751,291,"What was the one question Sigmund Freud said he was unable to answer, despite 30 years of research?",What do women want? ,0,83.03448276,76.44827586,67.86206897,21.39506411,25.73988873,30.08051593,22,6,1,31,0.709677419,0.032258065,0.193548387,-3.921682057
753,292,What was the only children's story ever published by James Bond creator Ian Fleming? ,Chitty Chitty Bang Bang ,0,68.62162162,66.24324324,44.08108108,31.69240301,30.64256789,35.47485681,33,1,3,37,0.891891892,0.081081081,0.027027027,-0.30793234
755,293,What was the only X-rated film to win the Academy Award for Best Picture?  ,Midnight Cowboy ,0,68.85714286,56.69047619,43.76190476,34.90654522,32.49877153,36.39137497,32,2,8,43,0.744186047,0.186046512,0.046511628,0.820039228
758,294,What was the unfortunate name of the plumber who helped popularize and improve the flush toilet? ,Thomas Crapper,0,60.7804878,77.56097561,48.85365854,33.89580519,27.83437513,36.12032736,29,4,8,43,0.674418605,0.186046512,0.093023256,0.465329967
761,295,What Washington Wizards All-Star still bears the misplaced w in his name from a birth certificate typo?,Antawn Jamison ,0,55.93023256,55.48837209,33.25581395,32.59374418,30.64261901,31.93303486,41,2,1,44,0.931818182,0.022727273,0.045454545,0.00838447
765,296,What were the first modern Olympic pole vaulters' poles made of? ,Bamboo ,0,57.17073171,61.36585366,39.04878049,32.60667297,32.15490328,33.13302825,33,4,4,41,0.804878049,0.097560976,0.097560976,0.012921702
769,297,"What word comes to us from the Greek for ""thick-skinned""?  ",Pachyderm,0,62.71428571,54.21428571,41.69047619,35.05277256,35.90674623,35.67911741,34,4,4,42,0.80952381,0.095238095,0.095238095,0.871356275
771,298,"What word for mud bricks comes to us from the ancient Egyptian word ""dbt""? ",Adobe,0,57.2826087,64.17391304,37.82608696,28.63150017,27.67213147,31.10934433,36,2,8,46,0.782608696,0.173913043,0.043478261,-1.38212606
773,299,"What word is the actual title of the 1979 hit usually called ""The Pina Colada Song""?   ",Escape,0,50.86842105,53.10526316,36.84210526,34.0795342,36.28028239,35.76993023,23,8,7,38,0.605263158,0.184210526,0.210526316,0.529807854
778,300,What's been released five times a year from January 1999 to fall 2008?,State quarters ,0,67.19444444,62.66666667,34.16666667,30.89782188,28.63464435,30.04330208,32,2,3,37,0.864864865,0.081081081,0.054054054,-0.586782765
779,301,"What's sometimes called a ""licking stick"" or a ""tin sandwich""?  ",Harmonica,0,69.35483871,63.93548387,38.93548387,28.21057531,29.73430733,32.19310018,25,4,2,31,0.806451613,0.064516129,0.129032258,-1.529845496
780,302,What's the astronomical term for three celestial bodies aligning?   ,Syzygy,0,61.02439024,51.95121951,52.24390244,30.48564236,33.79271461,35.44910471,22,11,8,41,0.536585366,0.195121951,0.268292683,-0.731433109
784,303,What's the more common name for the retinal scotoma caused by the optic nerve? ,Your blind spot,0,59.34285714,66.34285714,55.34285714,29.68852309,27.02062704,33.00084033,27,7,1,35,0.771428571,0.028571429,0.2,-1.01117427
787,304,What's the most populous city in the Southern Hemisphere?,Sao Paulo,0,64.76190476,55.28571429,40.11904762,33.27256947,31.3627756,33.94342666,31,7,5,43,0.720930233,0.11627907,0.162790698,0.246611525
788,305,"What's the name of the dog who is the hero of Jack London's ""The Call of the Wild""?   ",Buck,0,61.04444444,60.8,31.4,33.44599144,30.83209662,28.81555767,27,11,8,46,0.586956522,0.173913043,0.239130435,0.307472258
791,306,What's the only Best Picture Oscar winner whose title ends with an exclamation point?  ,Oliver!,0,68.25581395,57.62790698,30.25581395,29.45706563,33.00867365,29.80100112,30,7,6,43,0.697674419,0.139534884,0.162790698,-1.092401989
794,307,What's the only country outside Africa where lions still live in the wild?  ,India,0,71.97368421,75.31578947,59.73684211,28.56617433,25.77040547,32.73949942,26,4,8,38,0.684210526,0.210526316,0.105263158,-1.40505152
795,308,What's the only country to have hosted a Summer Olympics in which it didn't win a single medal?   ,Canada,0,64.60465116,65.60465116,42.18604651,28.67813132,30.02866847,29.20963296,40,4,0,44,0.909090909,0,0.090909091,-1.365761317
797,309,What's the only letter that doesn't appear in the periodic table of elements?,J,0,68.97368421,66.55263158,38.81578947,31.23363298,27.96203736,33.38137955,26,6,6,38,0.684210526,0.157894737,0.157894737,-0.468933164
799,310,What's the only stock from the original Dow Jones Industrial Average that's still used in computing the index?,General Electric ,0,60.81578947,60.15789474,50.55263158,34.74295983,34.43326983,33.15703616,35,2,1,38,0.921052632,0.026315789,0.052631579,0.762630545
802,311,"What's the only TV show to top the Nielsen ratings five seasons in a row, from 1972 to 1976?  ",All in the Family ,0,55.36111111,53.52777778,32.27777778,34.52299671,35.63744909,31.21136342,27,5,5,38,0.710526316,0.131578947,0.131578947,0.685436654
807,312,"When asked to define ""cool,"" what two words did James Brown use? ",James Brown,0,55.06666667,63.91111111,38.91111111,30.6003565,34.30930315,29.01239721,40,1,4,46,0.869565217,0.086956522,0.02173913,-0.69117531
808,313,"When is the optical phenomenon called a ""green flash"" or ""green ray"" visible?  ",Sunrise or sunset,0,66.71111111,66.57777778,65.55555556,29.86303752,27.59404489,27.91997945,32,5,8,45,0.711111111,0.177777778,0.111111111,-0.949930149
810,314,Where did Bob Dylan first play in public? ,"Gaslight Caf̩, Greenwich Village",0,55.53488372,53.74418605,31.81395349,33.25682804,31.75358474,32.43767343,34,7,2,44,0.772727273,0.045454545,0.159090909,0.241087225
811,315,"Where did the abbreviation ""INRI"" traditionally appear? ",On Christ's crucifix ,0,54.30232558,59.51162791,46.69767442,34.9029504,36.87325272,39.15082854,40,0,4,44,0.909090909,0.090909091,0,0.818777664
812,316,Where did the Beagle 2 crash and disappear on Christmas Day 2003?  ,Mars,0,51.28947368,58.86842105,54.31578947,32.71738764,34.10014746,38.83304894,33,4,1,38,0.868421053,0.026315789,0.105263158,0.051775925
815,317,Where in the human body is the only bone that is not jointed to another?  ,Throat,0,74.10638298,63.61702128,51.74468085,31.3661643,34.29510879,36.1647607,32,5,10,47,0.680851064,0.212765957,0.106382979,-0.422422604
816,318,Where is Jacques Plante's name misspelled five of the six times it appears? ,The Stanley Cup ,0,53.07317073,61.53658537,45.14634146,31.74459816,32.58304587,37.52569851,41,1,1,43,0.953488372,0.023255814,0.023255814,-0.289614966
817,319,Where is the longest suspension bridge? ,Japan,0,64.09756098,67.17073171,51.46341463,33.82070732,29.4643025,37.54803428,30,2,9,41,0.731707317,0.219512195,0.048780488,0.438975109
818,320,Where is the only active diamond mine in the U.S.?,Arkansas ,0,63.02222222,61.88888889,47.66666667,34.65314422,28.74039146,36.63207735,33,5,7,45,0.733333333,0.155555556,0.111111111,0.731110641
819,321,Where is the only royal palace in the United States? ,Hawaii,0,75.27083333,76.5625,61.08333333,22.89916805,22.75672101,31.90199976,35,7,6,48,0.729166667,0.125,0.145833333,-3.393831589
824,322,"Which accidentally invented household items were first marketed as ""friction lights""? ",Matches,0,60.0877193,69.07017544,44.33333333,33.68831967,30.78720725,33.31201699,50,4,3,58,0.862068966,0.051724138,0.068965517,0.392514965
826,323,Which animal can go longer without water than a camel can? ,Rat,0,71.88372093,65.46511628,51.90697674,29.96363614,29.51702401,36.2233902,36,3,4,43,0.837209302,0.093023256,0.069767442,-0.914626055
827,324,Which animal can have eyes that are a foot in diameter? ,Giant squid,0,68.75555556,71.55555556,51.73333333,30.14145104,26.50347795,33.39665198,34,4,7,45,0.755555556,0.155555556,0.088888889,-0.852223666
829,325,"Which animal has tubular shaped eyeballs, which therefore cannot move?  ",Owl,0,66.86842105,76.63157895,59.28947368,30.1556064,19.93831169,27.65414577,33,4,1,39,0.846153846,0.025641026,0.102564103,-0.847255981
831,326,Which animal was named for what was wrongly thought to be its country of origin? ,Turkey,0,70.0625,72.47916667,48.3125,26.46909579,27.58043524,33.93871589,33,10,6,49,0.673469388,0.12244898,0.204081633,-2.14100059
832,327,Which animal's eyes are bigger than its brain?   ,Ostrich,0,72.60416667,77.0625,53.25,30.47547991,22.68133195,32.05945275,32,8,8,48,0.666666667,0.166666667,0.166666667,-0.734999521
833,328,Which animal's milk does not curdle? ,Camel,0,64.92105263,65.81578947,50.84210526,34.27817963,31.52164015,34.97452843,29,5,4,38,0.763157895,0.105263158,0.131578947,0.599520512
834,329,"Which animal's poison could kill up to 2,200 people? ",Poison-arrow frog,0,75,67.9245283,55.05660377,28.1670839,28.44485154,31.19875188,38,11,6,55,0.690909091,0.109090909,0.2,-1.545108378
837,330,"Which animals swallow large stones, which remain in their bellies and are thought to be used as ballasts for diving?",Crocodiles,0,70.075,59.975,53.9,28.86252783,28.42578055,29.80603966,26,7,7,40,0.65,0.175,0.175,-1.301049176
840,331,"Which bird species has survived more than 70 million years, despite the fact that it lays one egg a year and is nearly blind?",Kiwi,0,66.93333333,61.82222222,53.62222222,28.59704371,32.20057092,34.94299832,31,5,9,45,0.688888889,0.2,0.111111111,-1.394218214
844,332,"Which British novelist said, ""Fame is a powerful aphrodisiac""?",Graham Greene,0,57.64285714,53.66666667,32.23809524,34.47291013,31.75336868,29.43849274,28,8,6,42,0.666666667,0.142857143,0.19047619,0.667859264
847,333,Which cartoonist is famous for creating the popular image of Santa Claus? ,Thomas Nast ,0,62.13953488,50.46511628,45.25581395,34.28839967,32.02629042,37.60261707,38,4,1,44,0.863636364,0.022727273,0.090909091,0.603107135
850,334,Which chess piece was originally called 'the elephant'? ,The bishop,0,65.97142857,62.25714286,49.11428571,34.0246327,31.87322577,36.42782665,28,3,5,36,0.777777778,0.138888889,0.083333333,0.510540711
852,335,Which Constitutional Amendment deals with poll taxes? ,Twenty-fourth ,0,53.78,52.44,34.44,32.23465621,31.52851641,32.6934806,41,6,4,51,0.803921569,0.078431373,0.117647059,-0.117633915
853,336,Which Constitutional Amendment deals with the income tax? ,Sixteenth,0,60.15909091,56.15909091,39.65909091,35.07264433,33.17462128,33.08266122,31,8,5,44,0.704545455,0.113636364,0.181818182,0.878330078
854,337,Which core Flintstones cast member was absent from Flintstone vitamins until 1996? ,Betty Rubble,0,62.7804878,63.7804878,45.68292683,33.52201679,31.17090967,35.80254113,24,7,10,41,0.585365854,0.243902439,0.170731707,0.334152606
856,338,Which country first used the decimal system?  ,China,0,62.92105263,61.15789474,47.84210526,30.84168956,28.01980604,30.50168477,28,4,6,38,0.736842105,0.157894737,0.105263158,-0.606481849
857,339,Which country has the most public libraries?  ,Russia,0,72.425,70.55,51.025,30.05028905,28.31955925,38.88278737,35,1,4,40,0.875,0.1,0.025,-0.88421607
858,340,Which country invented volleyball?   ,USA,0,61.33333333,63.56410256,39.05128205,31.19744704,33.30148951,32.90812467,29,5,5,39,0.743589744,0.128205128,0.128205128,-0.481632265
864,341,"Which famous American landmark is officially called ""The Jefferson National Expansion Memorial""? ",St. Louis Gateway Arch ,0,57.77142857,63.97142857,45.31428571,32.24819714,26.34665479,32.84255796,23,5,8,37,0.621621622,0.216216216,0.135135135,-0.112881862
869,342,"Which insect, one of the fastest, can fly at speeds up to 60 mph? ",Dragonflies,0,73.66666667,76.58333333,49.44444444,25.63814123,20.43858396,29.37388971,27,2,8,37,0.72972973,0.216216216,0.054054054,-2.432615913
870,343,Which is the largest species of dolphin? ,Orca (Killer Whale) ,0,64.95555556,76.17777778,55.24444444,31.94665693,26.00811839,36.47985469,33,2,10,45,0.733333333,0.222222222,0.044444444,-0.21870443
871,344,Which is the only cat that cannot retract its claws? ,Cheetah,0,70.34782609,68.36956522,58.2173913,30.45595537,27.36450149,28.93357377,38,3,5,46,0.826086957,0.108695652,0.065217391,-0.741851467
873,345,Which is the only U.S. state that has a pennant-shaped flag instead of a rectangular one?  ,Ohio,0,73.71428571,65.0952381,48.9047619,26.18534846,25.79639748,34.45237754,31,8,4,43,0.720930233,0.093023256,0.186046512,-2.240578922
874,346,Which language is spoken in the Canary Islands?   ,Spanish,0,60.35135135,59.37837838,37.59459459,30.62335367,29.63795554,28.19816726,26,5,6,37,0.702702703,0.162162162,0.135135135,-0.683104683
877,347,"Which mammal is the world's smallest, weighing less than a penny? ",Bumblebee bat,0,73,67.04081633,58.55102041,31.46360331,30.83690915,36.08327245,39,4,6,49,0.795918367,0.12244898,0.081632653,-0.388227341
880,348,"Which museum hung Matisse's ""Le Bateau"" upsidedown for more than a month, until an art student noticed the error?",Museum of Modern Art in NYC ,0,59.4893617,57.85106383,42.44680851,35.12454384,32.02239619,34.11859656,39,3,5,47,0.829787234,0.106382979,0.063829787,0.896543699
887,349,Which person has been awarded the most Oscars ever? ,Walt Disney,0,62.37209302,70.93023256,49.95348837,31.89941278,29.83797145,36.52263062,35,5,5,46,0.760869565,0.108695652,0.108695652,-0.235284297
888,350,Which poisonous snake smells like fresh cut cucumbers? ,Copperhead snake,0,76.05,67.1,53.475,29.83712195,32.93100791,38.05528199,37,2,1,40,0.925,0.025,0.05,-0.959024964
891,351,Which Roman emperor had a speech impediment?  ,Claudius,0,63.66666667,61.66666667,50.97222222,31.38152323,30.29096989,32.71477264,24,6,6,36,0.666666667,0.166666667,0.166666667,-0.417032539
893,352,Which space shuttle is named for the ship on which Robert Scott first sailed to Antarctica? ,The Discovery,0,51.48837209,62,45.76744186,30.95878373,23.90258006,31.88658265,38,3,2,43,0.88372093,0.046511628,0.069767442,-0.565388803
894,353,Which species of snake gives birth to its young instead of laying eggs?  ,Anaconda,0,69.59459459,70.7027027,57.86486486,30.17123304,27.42653304,31.81296221,31,2,2,37,0.837837838,0.054054054,0.054054054,-0.841771965
895,354,Which state has the zip code 12345?,New York,0,64.79545455,71.25,40.06818182,33.26677199,25.90333102,35.13654278,38,2,6,46,0.826086957,0.130434783,0.043478261,0.244576955
898,355,"Which U.S. president declared the first national ""Mother's Day""?  ",Woodrow Wilson ,0,57.84615385,60.82051282,37.79487179,33.70970379,28.16480801,31.28576226,37,2,1,40,0.925,0.025,0.05,0.400019511
899,356,Which U.S. president's home was named Shadow Lawn?,Woodrow Wilson,0,52.25,51.30555556,24.02777778,34.2639961,28.64842997,25.9664466,36,1,0,37,0.972972973,0,0.027027027,0.59454294
900,357,Which U.S. state's leading public university is the only one not to be named for the state?  ,New Jersey's Rutgers,0,59.35714286,59.69047619,32.92857143,31.76270357,28.93768586,31.79537691,34,4,4,42,0.80952381,0.095238095,0.095238095,-0.28326105
902,358,Which wild mammal in Africa has killed the highest number of people? ,Hippopotamus ,0,74,81.0952381,60.19047619,25.61916204,22.03302347,31.68460278,22,12,9,43,0.511627907,0.209302326,0.279069767,-2.439276474
903,359,"Which Yellowstone geyser, with eruptions 100 fee taller than Old Faithful's, is the world's tallest?",Steamboat Geyser,0,65.17391304,66.04347826,51.84782609,28.47868938,29.07764053,32.59581936,32,8,7,47,0.680851064,0.14893617,0.170212766,-1.435753502
904,360,Whittaker Chambers hid Alger Hiss's purloined State Department documents in a hollowed-out what?,Pumpkin,0,62,64.2972973,52.67567568,33.75236617,32.10474598,34.59451952,30,5,2,37,0.810810811,0.054054054,0.135135135,0.414991454
905,361,Who beat out FDR and Gandhi to be named Time's Person of the Century in 1999? ,Albert Einstein,0,69.2826087,73.26086957,56.36956522,30.85785551,28.28225575,33.32223728,29,7,10,46,0.630434783,0.217391304,0.152173913,-0.600808571
908,362,"Who carried hundreds of imported books in his Philadelphia shop in the 1730s, the same decade in which he started America's first lending library?",Benjamin Franklin ,0,65.65,77.2,60.525,29.97995057,22.02353054,32.03682777,28,5,6,40,0.7,0.15,0.125,-0.908900667
910,363,"Who christened Hawaii ""the Sandwich Islands"" in 1778?  ",Captain Cook ,0,52.65789474,57.36842105,38.36842105,33.10693266,31.93610263,29.55930462,30,5,4,39,0.769230769,0.102564103,0.128205128,0.188482916
915,364,"Who did Gargamel create using ingredients like crocodile tears, the tip of an adder's tongue and a hard stone for a heart?",Smurfette,0,58.38461538,50.35897436,43.12820513,31.74372328,32.26737572,34.9406862,29,3,9,41,0.707317073,0.219512195,0.073170732,-0.289921996
917,365,Who did Pope Gregory VII leave in the snow outside of his castle gates for three full days?  ,Holy Roman Emperor Henry IV ,0,61.55102041,52.59183673,50.20408163,32.52887258,31.65827852,37.91711333,45,4,1,50,0.9,0.02,0.08,-0.01438158
921,366,Who filibustered for a record twenty-four hours and eighteen minutes -- with a urine pail standing at the ready -- in the hope of preventing the Civil Rights Act of 1957?,Strom Thurmond ,0,62.27906977,50.51162791,43.8372093,32.00396224,33.99255667,32.24528776,33,2,8,43,0.76744186,0.186046512,0.046511628,-0.198593694
924,367,"Who had the last number one hit of the 1950s with his song ""Why""? ",Frankie Avalon ,0,56.43589744,52.12820513,32.1025641,33.18432959,34.60542967,28.83418555,34,4,1,39,0.871794872,0.025641026,0.102564103,0.215644606
931,368,Who is pictured on a US Purple Heart medal? ,George Washington,0,65.37777778,67.28888889,43.57777778,31.35883875,27.56613718,32.56914944,36,4,6,46,0.782608696,0.130434783,0.086956522,-0.424993433
935,369,Who is the world's oldest (non-human) primate on record?  ,A Cheeta born in 1932,0,66.14634146,53.36585366,53.56097561,32.04181719,35.03766266,35.17531008,30,4,7,41,0.731707317,0.170731707,0.097560976,-0.185308873
941,370,Who outgrew a childhood chlorine allergy to become the biggest Olympic medal winner in Australian history? ,Ian Thorpe ,0,56.91111111,52.68888889,48.6,29.97788747,29.0202298,32.12574725,36,6,3,45,0.8,0.066666667,0.133333333,-0.909624689
942,371,"Who performs the guest guitar solo on Michael Jackson's ""Beat It""?  ",Eddie Van Halen,0,53.90697674,66,42.69767442,30.78482461,29.05905318,30.78924896,35,4,4,44,0.795454545,0.090909091,0.090909091,-0.626438044
944,372,Who provided the voice for cartoon character Inspector Gadget? ,Don Adams,0,56.78571429,50.30952381,31.9047619,32.60146317,30.75274177,31.93729338,35,3,4,42,0.833333333,0.095238095,0.071428571,0.011093374
946,373,"Who released only a single album during his lifetime, the ominously named Ready to Die? ",The Notorious BIG,0,56.27906977,58.20930233,43.6744186,32.81718886,30.11055672,30.92211486,29,7,7,44,0.659090909,0.159090909,0.159090909,0.086800183
948,374,"Who solves crimes in Bayport, located on Barmet Bay? ",The Hardy Boys ,0,51.18918919,63.64864865,43.59459459,35.1819381,27.46130228,31.26806985,32,2,3,38,0.842105263,0.078947368,0.052631579,0.916685651
950,375,Who twice lost presidential elections to Dwight Eisenhower in the 1950s?  ,Adlai Stevenson,0,62.97674419,57.18604651,43.11627907,31.33952956,32.43473727,32.85408527,21,12,10,43,0.488372093,0.23255814,0.279069767,-0.431769803
954,376,Who was banned from Saturday Night Live by viewer phone vote in 1982? ,Andy Kaufman,0,74.13636364,66.70454545,58.86363636,29.94303965,26.61139776,34.12943278,36,4,4,44,0.818181818,0.090909091,0.090909091,-0.921854188
955,377,Who was flying the plane in which the first US airplane fatality occurred? ,Orville Wright,0,61.71875,64.3125,51.375,33.6252923,32.51246659,38.94557824,26,2,6,34,0.764705882,0.176470588,0.058823529,0.37039613
956,378,Who was president when the first U.S. presidential news conference was filmed for TV?,Eisenhower ,0,61.53333333,58.95555556,42.42222222,28.55982557,28.4317009,33.98896137,23,11,10,45,0.511111111,0.222222222,0.244444444,-1.407279556
